imdbID,isAdult,movie_name,movie_date,box_office,runtime,language,countries,genres,author_book,year_book,rating,numVotes
tt0026605,0,thelastdaysofpompeii,1935,980000.0,96.0,English Language,United States of America,"Adventure, History, Epic, Action/Adventure, Period piece, Drama, Disaster, Action",Edward Bulwer-Lytton,1834,6.4,1280
tt0026667,0,magnificentobsession,1935,,101.0,English Language,United States of America,Black-and-white,Lloyd C. Douglas,1929,6.8,1159
tt0026725,0,lesmisérables,1935,,108.0,English Language,United States of America,"History, Romance Film, Drama",Victor Hugo,1862,7.6,3998
tt0026772,0,thenewadventuresoftarzan,1935,,70.0,English Language,United States of America,"Indie, Jungle Film, Black-and-white, Action/Adventure, Action, Adventure",Edgar Rice Burroughs,1912–1965,5.3,439
tt0026773,0,thenewadventuresoftarzan,1935,,70.0,English Language,United States of America,"Indie, Jungle Film, Black-and-white, Action/Adventure, Action, Adventure",Edgar Rice Burroughs,1912–1965,4.4,218
tt0026822,0,onemorespring,1935,,87.0,English Language,United States of America,"Drama, Comedy, Black-and-white",Robert Nathan,1933,7.0,133
tt0026960,0,rustlersofreddog,1935,,240.0,English Language,United States of America,"Action/Adventure, Western, Action, Adventure, Black-and-white","William ""Buffalo Bill"" Cody[N 22]",1916–1917,7.0,53
tt0026983,0,she,1935,,94.0,English Language,United States of America,"Drama, Science Fiction, Fantasy, Adventure, Film adaptation",H. Rider Haggard,1886,6.4,1980
tt0027018,0,soredtherose,1935,,82.0,English Language,United States of America,"Period piece, Drama, Romance Film",Stark Young,1934,6.3,221
tt0027075,0,ataleoftwocities,1935,1111000.0,123.0,English Language,United States of America,"Costume drama, Epic, Black-and-white, Action/Adventure, Drama, Action, Political drama",Charles Dickens,1859,7.8,6461
tt0027099,0,thethreemusketeers,1935,900000.0,96.0,English Language,United States of America,"Action, Adventure",Peter B. Kyne,1913,5.8,408
tt0027259,0,theadventuresoffrankmerriwell,1936,,219.0,English Language,United States of America,"Sports, Action, Adventure, Black-and-white",Gilbert Patten,1896-1940,6.7,52
tt0027300,0,anthonyadverse,1936,,141.0,English Language,United States of America,"Adventure, Epic, Black-and-white, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",Hervey Allen,1933,6.3,2081
tt0027308,0,thearizonaraiders,1936,,57.0,English Language,United States of America,"Comedy Western, Action/Adventure, Western, Drama, Film adaptation, Action",Zane Grey,1938,5.2,109
tt0027511,0,desertgold,1936,,54.0,English Language,United States of America,"Action/Adventure, Western",Zane Grey,1913,5.5,175
tt0027532,0,dodsworth,1936,1600000.0,101.0,English Language,United States of America,"Romantic drama, Romance Film, Drama, Black-and-white",Sinclair Lewis,1929,7.7,10441
tt0027545,0,dracula'sdaughter,1936,,70.0,English Language,United States of America,"Horror, Black-and-white",Bram Stoker,1897,6.3,8369
tt0027551,0,driftfence,1936,,56.0,English Language,United States of America,"Action/Adventure, Western, Action, Romance Film",Zane Grey,1933,5.9,147
tt0027657,0,thegardenofallah,1936,,85.0,English Language,United States of America,"Romantic drama, Romance Film, Drama",Robert Smythe Hichens,1904,5.8,1752
tt0027869,0,thelastofthemohicans,1936,,91.0,English Language,United States of America,"Adventure, Black-and-white, War film",James Fenimore Cooper,1826,6.6,1719
tt0028212,0,sabotage,1936,,76.0,English Language,United Kingdom,"Thriller, Crime Thriller, Mystery",Joseph Conrad,1907,7.0,19245
tt0028219,0,satanmetalady,1936,,74.0,English Language,United States of America,"Crime Fiction, Detective fiction, Detective, Black-and-white, Mystery, Pre-Code, Comedy",Dashiell Hammett,1930,5.8,2484
tt0028345,0,tarzanescapes,1936,,89.0,English Language,United States of America,"Jungle Film, Adventure, Black-and-white",Edgar Rice Burroughs,1912–1965,6.5,3652
tt0028358,0,thingstocome,1936,,100.0,English Language,United Kingdom,"Science Fiction, Doomsday film, Black-and-white, Apocalyptic and post-apocalyptic fiction, Drama, Steampunk",H. G. Wells,1933,6.6,9324
tt0028367,0,threegodfathers,1936,,81.0,English Language,United States of America,"Western, Black-and-white",Peter B. Kyne,1913,7.3,1029
tt0028471,0,thevoiceofbugleann,1936,,72.0,English Language,United States of America,Drama,MacKinlay Kantor,1935,6.7,278
tt0028683,0,camille,1936,2842000.0,109.0,English Language,United States of America,"Romantic drama, Romance Film, Drama, Black-and-white, Film adaptation", fils,1848,7.3,8941
tt0028827,0,elephantboy,1937,,85.0,English Language,United Kingdom,"Family Film, Drama, Adventure, Black-and-white",Rudyard Kipling,1894–1895,6.4,872
tt0028890,0,forlornriver,1937,,56.0,English Language,United States of America,"Western, Action",Zane Grey,1927,5.2,74
tt0028944,0,thegoodearth,1937,,138.0,English Language,United States of America,"Period piece, Drama, Black-and-white, Film adaptation",Pearl S. Buck,1931,7.5,5497
tt0028988,0,heidi,1937,,88.0,English Language,United States of America,"Family Film, Family Drama, Drama, Black-and-white",Johanna Spyri,1880,7.2,5062
tt0029081,0,kingsolomon'smines,1937,,80.0,English Language,"England, United Kingdom","Thriller, Adventure, Black-and-white, Musical, Drama, Romance Film, Action", SirH. Rider Haggard,1885,6.3,1488
tt0029162,0,losthorizon,1937,,134.0,"Standard Mandarin, English Language",United States of America,"Adventure, Black-and-white, Action/Adventure, Fantasy, Film adaptation, Drama, Romance Film",James Hilton,1933,7.6,14722
tt0029440,0,theprinceandthepauper,1937,,118.0,English Language,United States of America,"Swashbuckler films, Adventure, Costume drama, Family Drama, Black-and-white, Drama, Family Film",Jane Austen,1813,7.2,2949
tt0029442,0,theprisonerofzenda,1937,,101.0,English Language,"United States of America, Australia","Swashbuckler films, Adventure, Black-and-white, Animation",Anthony Hope,1894,7.6,5150
tt0029491,0,theroadback,1937,,97.0,English Language,United States of America,"Drama, Black-and-white, War film",Erich Maria Remarque,1929,6.3,305
tt0029505,0,rustlers'valley,1937,,94.0,English Language,United States of America,"Western, Action, Adventure",Clarence E. Mulford,1906,6.5,231
tt0029608,0,stelladallas,1937,,106.0,English Language,United States of America,"Drama, Black-and-white",Olive Higgins Prouty,1923,7.4,6494
tt0029778,0,wildwestdays,1937,,,English Language,United States of America,"Western, Action, Adventure, Black-and-white",W. R. Burnett,1930,6.5,101
tt0029811,0,youngandinnocent,1937,,83.0,English Language,"England, United Kingdom","Crime Fiction, Thriller, Suspense, Black-and-white",Josephine Tey(pseudonym for Elizabeth MacKintosh),1936,6.8,11165
tt0029844,0,theadventuresoftomsawyer,1938,,77.0,English Language,United States of America,Drama,Mark Twain,1876,7.0,2304
tt0029957,0,labêtehumaine,1938,,96.0,French Language,France,"Crime Fiction, Thriller, Art film, World cinema, Crime Drama, Black-and-white, Drama, Crime Thriller",Émile Zola,1890,7.5,8547
tt0029995,0,thecitadel,1938,,110.0,English Language,United Kingdom,"Romance Film, Drama, Medical fiction, Black-and-white",A. J. Cronin,1937,7.0,2417
tt0030219,0,hawkofthewilderness,1938,,213.0,English Language,United States of America,"Western, Action, Adventure, Black-and-white", William L. Chester,1936,7.3,91
tt0030321,0,kidnapped,1938,,90.0,English Language,United States of America,"Costume drama, Adventure",Robert Louis Stevenson,1886,6.6,344
tt0030341,0,theladyvanishes,1938,,97.0,English Language,United Kingdom,"Thriller, Psychological thriller, Black-and-white, Mystery, Comedy, Spy",Ethel Lina White,1936,7.7,58286
tt0030464,0,mothercarey'schickens,1938,703000.0,82.0,English Language,United States of America,"Family Drama, Drama, Black-and-white",Kate Douglas Wiggin,1911,6.3,343
tt0030688,0,"rollalong,cowboy",1937,,57.0,,United States of America,"Action/Adventure, Western",Zane Grey,1931,5.8,80
tt0030973,0,whitebanners,1938,,92.0,English Language,United States of America,"Drama, Black-and-white",Lloyd C. Douglas,1936,7.0,477
tt0031020,0,theadventuresofhuckleberryfinn,1939,,91.0,English Language,United States of America,"Comedy, Black-and-white, Adventure",Mark Twain,1884,6.8,1450
tt0031022,0,theadventuresofsherlockholmes,1939,,81.0,English Language,United States of America,"Thriller, Detective fiction, Black-and-white, Mystery, Drama, Film adaptation, Crime Thriller",Arthur Conan Doyle,1891–1892,7.2,7633
tt0031088,0,beaugeste,1939,,112.0,English Language,United States of America,"Adventure, Foreign legion, War film, Black-and-white, Action/Adventure, Drama, Film adaptation, Action",P. C. Wren,1924,7.5,6689
tt0031092,0,belami,1939,,100.0,German Language,Germany,Drama,Guy de Maupassant,1885,6.8,148
tt0031225,0,destryridesagain,1939,,95.0,English Language,United States of America,"Action/Adventure, Western, Comedy, Black-and-white",Max Brand,1930,7.6,12810
tt0031252,0,drumsalongthemohawk,1939,,103.0,English Language,United States of America,"Adventure, Costume Adventure, Period piece, Action/Adventure, Western, Drama, War film",Walter D. Edmonds,1936,7.0,6923
tt0031334,0,thefourfeathers,1939,,130.0,English Language,"England, United Kingdom","Adventure, War film, Action/Adventure, Drama, Film adaptation, Romance Film, Action",A. E. W. Mason,1902,7.4,6707
tt0031381,0,gonewiththewind,1939,400000000.0,234.0,English Language,United States of America,"Film adaptation, Costume drama, Roadshow theatrical release, Epic, Period piece, Drama, War film, Romantic drama, Romance Film",Margaret Mitchell,1936,8.2,339694
tt0031385,0,"goodbye,mr.chips",1939,3252000.0,114.0,English Language,United Kingdom,"Drama, Black-and-white",James Hilton,1934,7.9,11754
tt0031397,0,gulliver'stravels,1939,,77.0,English Language,United States of America,"Adventure, Musical, Drama, Family Film, Animation",Jonathan Swift,1726,6.6,4977
tt0031448,0,thehoundofthebaskervilles,1939,,80.0,English Language,United States of America,"Thriller, Black-and-white, Mystery, Drama, Film adaptation, Crime Thriller",Arthur Conan Doyle,1901,7.4,11945
tt0031455,0,thehunchbackofnotredame,1939,3155000.0,115.0,English Language,United States of America,"Costume drama, Drama, Black-and-white, Film adaptation",Victor Hugo,1482,7.8,12577
tt0031516,0,juarez,1939,,125.0,"English Language, Spanish Language",United States of America,"Costume drama, Biographical film, Historical fiction, Black-and-white, Biopic [feature]", Bertita Harding,1934,6.9,2586
tt0031617,0,themanfromdakota,1940,,75.0,English Language,United States of America,"Action, Black-and-white, Spy",MacKinlay Kantor,1936,5.6,141
tt0031619,0,themanintheironmask,1939,,110.0,English Language,United States of America,"Swashbuckler films, Black-and-white, Costume drama", père,1847–1850,7.0,1983
tt0031742,0,ofmiceandmen,1939,,106.0,English Language,United States of America,"Drama, Black-and-white, Film adaptation",John Steinbeck,1937,7.8,7041
tt0031951,0,sonoffrankenstein,1939,,94.0,English Language,United States of America,"Horror, Creature Film, Black-and-white, Monster",Mary Shelley,1818,7.1,12212
tt0032007,0,tarzanfindsason!,1939,,82.0,English Language,United States of America,"Jungle Film, Action, Adventure, Black-and-white",Edgar Rice Burroughs,1912–1965,6.5,3654
tt0032028,0,thethreemusketeers,1939,,72.0,English Language,United States of America,"Swashbuckler films, Action/Adventure, Musical, Drama, Comedy, Film adaptation, Action",Peter B. Kyne,1913,5.9,700
tt0032138,0,thewizardofoz,1939,3017000.0,103.0,English Language,United States of America,"Adventure, Star vehicle, Black-and-white, Musical, Fantasy, Drama, Coming of age, Family Film",L. Frank Baum,1900,8.1,436810
tt0032145,0,wutheringheights,1939,624643.0,104.0,English Language,United States of America,"Costume drama, Black-and-white, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",Emily Brontë,1847,7.5,20178
tt0032326,0,charliechan'smurdercruise,1940,,77.0,English Language,United States of America,"Crime Fiction, Crime Thriller, Detective fiction, Detective, Mystery",Earl Derr Biggers,1930,7.1,1509
tt0032366,0,crimesatthedarkhouse,1940,,69.0,English Language,United Kingdom,"Thriller, Crime Thriller, Drama, Black-and-white, Crime Drama",Wilkie Collins,1859–1860,6.2,634
tt0032447,0,escape,1940,1357000.0,98.0,English Language,United States of America,"Drama, Black-and-white",Grace Zaring Stone,1939,7.0,1198
tt0032481,0,flowinggold,1940,,81.0,,United States of America,"Drama, Adventure",Rex Beach,1922,6.5,527
tt0032551,0,thegrapesofwrath,1940,,128.0,English Language,United States of America,"Americana, Social problem film, Family Drama, Black-and-white, Drama, Film adaptation",John Steinbeck,1939,8.1,101857
tt0032635,0,theinvisiblemanreturns,1940,,81.0,English Language,United States of America,"Science Fiction, Horror, Sci-Fi Horror, Black-and-white",H. G. Wells,1897,6.5,5572
tt0032637,0,theinvisiblewoman,1940,,153.0,English Language,United States of America,"Thriller, Science Fiction, Comedy, Black-and-white",H. G. Wells,1897,6.0,3529
tt0032706,0,thelightofwesternstars,1940,,64.0,English Language,United States of America,Western,Zane Grey,1914,5.5,209
tt0032910,0,pinocchio,1940,84254167.0,88.0,English Language,United States of America,"Adventure, Animation, Fantasy, Drama, Music, Family Film",Carlo Collodi,1883,7.5,163326
tt0032943,0,prideandprejudice,1940,1001000.0,118.0,English Language,United States of America,"Costume drama, Romance Film, Drama, Black-and-white, Film adaptation",Jane Austen,1813,7.4,9434
tt0032976,0,rebecca,1940,,130.0,"French Language, English Language",United States of America,"Thriller, Mystery, Romance Film, Drama",Daphne du Maurier,1938,8.1,149638
tt0033028,0,theseahawk,1940,2000000.0,127.0,English Language,United States of America,"Action/Adventure, Swashbuckler films, Action, Adventure, Black-and-white",Rafael Sabatini,1915,7.6,10943
tt0033076,0,thesonofmontecristo,1940,,102.0,English Language,United States of America,"Swashbuckler films, Action, Adventure, Black-and-white", père,1844–1846,6.2,898
tt0033124,0,swissfamilyrobinson,1940,890000.0,92.0,English Language,United States of America,"Adventure, Costume drama, Black-and-white, Action/Adventure, Drama, Family Film, Action",Johann David Wyss,1812,6.3,857
tt0033152,0,thethiefofbagdad,1940,,106.0,English Language,"United States of America, England, United Kingdom","Adventure, Costume drama, Action/Adventure, Fantasy, Drama, Family Film, Action",,,7.4,14876
tt0033365,0,backstreet,1941,,89.0,English Language,United States of America,"Drama, Black-and-white",Fannie Hurst,1931,6.7,708
tt0033405,0,bloodandsand,1941,,125.0,English Language,United States of America,"Action/Adventure, Romantic drama, Romance Film, Action, Drama",Vicente Blasco Ibáñez,1909,6.7,3268
tt0033558,0,dressedtokill,1941,,84.0,English Language,United States of America,"Thriller, Crime Fiction, Black-and-white, Mystery, Drama, Film noir",  Richard Bruke,1941,6.4,1223
tt0033686,0,"h.m.pulham,esq.",1941,,120.0,English Language,United States of America,"Romance Film, Drama, Comedy, Black-and-white",John P. Marquand,1942,6.9,1467
tt0033692,0,hatter'scastle,1942,,102.0,English Language,United Kingdom,"Drama, Black-and-white, Film noir",A. J. Cronin,1931,7.0,408
tt0033729,0,howgreenwasmyvalley,1941,6000000.0,118.0,"Welsh Language, English Language",United States of America,"Western, Drama, Family Film, Black-and-white, Epic",Richard Llewellyn,1939,7.7,27203
tt0033776,0,junglegirl,1941,,265.0,English Language,United States of America,"Adventure, Jungle Film, Black-and-white, Action/Adventure, Drama, Family Film, Action",Edgar Rice Burroughs,1932,6.7,248
